display_name,official_iau_name,simbad_main_id,gaia_dr3_source_id,hip_id,hd_id,bayer_designation,flamsteed_designation,all_identifiers,ra_deg,dec_deg,parallax_mas,parallax_error_mas,parallax_over_error,proper_motion_ra_mas_yr,proper_motion_dec_mas_yr,radial_velocity_km_s,distance_pc,distance_ly,x_ly,y_ly,z_ly,r_ly,phi_deg,theta_deg,apparent_magnitude,spectral_type,stellar_category,astrometry_source,distance_quality_flag,selection_reason,fame_score,notes
Koenig 38B,,NAME Koenig 38B,441873008582054912,,,,,Gaia DR2 441873008582054912 | Gaia DR3 441873008582054912 | NAME Koenig 38B,51.3680004,50.56699848,16.218118,0.017018,953.014,45.390675,-56.272441,-7.0762,61.659436,201.106185,79.748699,99.785119,155.327951,201.106185,51.3680004,39.43300152,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.042
KOI-13A,,BD+46  2629A,2130632159136095104,,,,,** A  704A | BD+46  2629A | CCDM J19079+4652A | Gaia DR2 2130632159134827392 | Gaia DR3 2130632159136095104 | Kepler-13A | NAME KOI-13A | TIC 1717079071 | TYC 3542-64-1 | WDS J19079+4652A,286.97138677,46.86824406,2.031923,0.034409,59.051,-4.411249,-15.21956,,492.144608,1605.161026,320.328623,-1049.62219,1171.419972,1605.161026,286.97138677,43.13175594,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.260
Konkoly J064029.1+385652.2,,ATO J100.1213+38.9477,944874014640011648,,,,,ATO J100.1213+38.9477 | Gaia DR2 944874014640011648 | Gaia DR3 944874014640011648 | NAME Konkoly J064029.1+385652.2 | TIC 742037143 | USNO-B1.0 1289-00160315 | ZTF J064029.12+385651.9,100.12133761,38.94774712,0.3681,0.075,4.908,0.334,-3.083,,,,,,,,100.12133761,51.05225288,,sdO+dM,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.061"
Kronberger PN J1942.4+2145,,DSH J1942.4+2145,1827688560762404480,,,,,2MASS J19422610+2145224 | DSH J1942.4+2145 | Gaia DR2 1827688560762404480 | Gaia DR3 1827688560762404480 | IPHASX J194226.0+214521 | IPHASX J194226.1+214522 | IPHASX J194226.2+214521 | NAME Kronberger PN J1942.4+2145 | PN G057.9-00.7 | SSTGLMC G057.9801-00.7679 | TIC 362688041 | UWISH2 G057.98004-00.76740,295.60875634,21.75621821,0.107,0.4918,0.218,-3.232,-8.095,,,,,,,,295.60875634,68.24378179,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.089"
Kronberger PN J2003.3+2135,,DSH J2003.3+2135,1823929193070538624,,,,,DSH J2003.3+2135 | Gaia DR2 1823929193070538624 | Gaia DR3 1823929193070538624 | NAME Kronberger PN J2003.3+2135 | NAME PN Kn 12 | PN G060.3-05.0,300.84393287,21.59788607,0.3341,0.1648,2.027,-5.487,-6.296,,,,,,,,300.84393287,68.40211393,,PG1159,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=0.961"
Kronberger PN J2041.3+2735,,DSH J2041.3+2735,1856444397601252224,,,,,DSH J2041.3+2735 | Gaia DR3 1856444397601252224 | NAME Kronberger PN J2041.3+2735 | PN G070.2-08.7,310.32523369,27.58501707,,,,-2.265,-4.333,,,,,,,,310.32523369,62.41498293,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.008"
Kuma,,* nu. Dra,,,,,,* nu. Dra | ** STF 4035 | CCDM J17322+5511AB | IRAS 17312+5512 | IRAS F17312+5512 | NAME Kuma | PMSC 17303+5514 | WDS J17322+5511AB,263.05416667,55.17833333,,,,,,,,,,,,,263.05416667,34.82166667,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
L 1642-2b,,2MASS J04344997-1413128,3174353566186429184,,,,,2MASS J04344997-1413128 | Gaia DR2 3174353566186429184 | Gaia DR3 3174353566186429184 | NAME L 1642-2b | TIC 117676340,68.70823131,-14.22017309,6.035709,0.456371,13.225,-1.175024,3.050347,,165.680621,540.377911,190.208198,488.065968,-132.743131,540.377911,68.70823131,104.22017309,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.225
L 362-29 BC,,NAME L 362-29 BC,4996141155411984128,,,,,"** ERO    1B | ** GKI    2 | 2MASS J00043484-4044058 | 2MASSW J0004348-404405 | 2MUCD 20004 | [B2006] J000434.8-404405 | [GDF99] LHS 102B | CNS5 11 | Gaia DR2 4996141155411984128 | Gaia DR3 4996141155411984128 | GJ 1001 B | GJ 1001 C | NAME L 362-29 BC | TIC 120459871 | WDS J00046-4044B | WDS J00046-4044Ba,Bb | WISEA J000435.49-404422.3",1.14920321,-40.74178766,82.346602,0.255424,322.392,668.888192,-1498.236012,,12.143792,39.607752,30.003115,0.601865,-25.850045,39.607752,1.14920321,130.74178766,,L5+L5,brown_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly | simbad_named_star,0,Gaia RUWE=1.294
L1014-IRS,,NAME LDN 1014 IRS,,,,,,[DCE2008] 038 | [YJS2004] L1014-IRS | JCMTSE J212407.8+495902 | JCMTSF J212407.8+495902 | NAME L1014-IRS | NAME LDN 1014 IRS | NAME LDN 1014-IRS | SSTc2d J212407.5+495908 | SSTc2d J212407.5+495909,321.03158333,49.98580556,,,,,,,,,,,,,321.03158333,40.01419444,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
L1148-IRS,,2MASS J20405664+6723047,,,,,,2MASS J20405664+6723047 | [DCE2008] 032 | [KWD2009] 5 | IRAS F20404+6712 | NAME L1148-IRS | NAME LDN 1148 IRS | SSTc2d J204056.6+672304 | SSTc2d J204056.7+672305 | SSTgbs J2040567+672305 | SSTgbs J2040567+6723050 | TIC 387333830,310.23604167,67.38466667,,,,,,,,,,,,,310.23604167,22.61533333,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
L1551 IRS 5,,RAFGL 5123,,,,,,** LOO    6 | 2MASS J04313407+1808049 | 2MASX J04313407+1808048 | [BFR2003] 31 | [FGM2003] 26 | [FGM2003] S20 | [GBA2007] 1316 | [GMM2009] Tau L1551  1 | [GRL2000] 12 | [SB86] L1551 1 | [SFJ2010] Tau-1 | AKARI-IRC-V1 J0431341+180804 | AP J04313407+1808049 | EPIC 210683818 | GBS-VLA J043134.15+180804.6 | GBS-VLA J043134.16+180804.6 | HBC 393 | HH  154 | IRAS 04287+1801 | JCMTSE J043134.1+180802 | JCMTSF J043134.1+180802 | NAME L1551 IRS 5 | NAME LDN 1551 IRS 5 | NAME LDN 1551 IRS 5 3rd Component | NAME LDN 1551 IRS 5 third | RAFGL 5123 | SSV LDN 1551  5 | TIC 10001840386 | TIC 353752589 | WDS J04316+1808AB | WISE J043134.12+180804.9 | WISE J043134.13+180804.8 | XEST 22-040 | XMMU J043134.0+180806,67.891989,18.134695,,,,,,,,,,,,,67.891989,71.865305,,K3V/M3III,other_main_sequence,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
L1622-10A,,ZTF J055426.69+015215.6,3315881710777418368,,,,,2MASS J05542669+0152154 | [MGM2012] 3476 | Gaia DR2 3315881710777418368 | Gaia DR3 3315881710777418368 | NAME L1622-10A | TIC 281913226 | ZTF J055426.69+015215.6,88.6112493,1.87098908,2.910272,0.049959,58.253,4.86257,0.224451,,343.610516,1120.707612,27.146876,1119.781123,36.590113,1120.707612,88.6112493,88.12901092,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.116
L1622-10B,,2MASS J05542696+0152172,3315881710777418240,,,,,2MASS J05542696+0152172 | [MGM2012] 3477 | Gaia DR2 3315881710777418240 | Gaia DR3 3315881710777418240 | NAME L1622-10B | TIC 281913225 | WISE J055427.00+015218.2,88.61237424,1.87147633,0.2822,0.2188,1.29,7.841,1.701,,,,,,,,88.61237424,88.12852367,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=3.821"
L1622-6N,,[MGM2012] 3459,3315808077858117504,,,,,** HBC  515D | 2MASS J05540201+0140558 | [MGM2012] 3459 | DENIS J055402.0+014055 | Gaia DR2 3315808077858117504 | Gaia DR3 3315808077858117504 | NAME L1622-6N | TIC 159089180 | WDS J05541+0140D | WISE J055402.01+014055.8 | WISEA J055402.01+014055.7,88.50840747,1.68218382,2.990914,0.054668,54.711,4.857055,-0.212127,,334.345964,1090.490684,28.373523,1089.651375,32.011821,1090.490684,88.50840747,88.31781618,,M,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.059
L1689 SNO2,,ISO-Oph 204,6047512792574297984,,,,,2MASS J16315211-2456156 | [B96] L1689S1 1 | [EDJ2009] 997 | [HL2013] 247.96712-24.93771 | [JJK2008] J163152.11-245615.8 | [NWA2006] SMM 11 | ALMA J163152.11-245615.9 | Gaia DR2 6047512792574297984 | Gaia DR3 6047512792574297984 | GBS-VLA J163152.10-245615.7 | GWAYL 5 | ISO-Oph 204 | JCMTLSG J163151.6-245620 | NAME L1689 SNO2 | NAME LDN 1689 IRS 5 | SSTc2d J163152.1-245615 | SSTc2d J163152.1-245616 | TIC 204828743,247.96713471,-24.93779658,6.536738,0.225936,28.932,-6.851321,-22.48493,,152.981494,498.958899,-169.72723,-419.396848,-210.378074,498.958899,247.96713471,114.93779658,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.141
lam Cen Nebula,,IC 2944,,,,,,[KPR2004b] 292 | BRAN 362A | C 1134-627 | GAL 295.1-01.6 | GRS G295.00 -01.70 | GUM 42 | IC 2944 | MHR 18 | MSH 11-6-05 | NAME lam Cen Nebula | OCl  862.0 | RCW  62,174.58333,-63.37278,,,,-5.16,-2.39,-0.9,,,,,,,174.58333,153.37278,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
lambda Ori X-2,,UCAC2  35341390,3338002579058920576,,,,,2MASS J05340691+1001005 | 2XMM J053406.8+100100 | [BSM2011] w001c | AP J05340691+1001005 | Gaia DR2 3338002579058920576 | Gaia DR3 3338002579058920576 | GES J05340692+1001005 | NAME lambda Ori X-2 | TIC 436013351 | UCAC2  35341390 | UCAC3 201-28446,83.5287995,10.01678968,2.474479,0.020046,123.438,0.8511,-2.106887,26.1607,404.125514,1318.081138,146.288317,1289.719428,229.262754,1318.081138,83.5287995,79.98321032,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.056
lambda Ori X-4,,UCAC2  35156684,3337985841569936384,,,,,2MASS J05351974+0947476 | AP J05351974+0947476 | Gaia DR2 3337985841569936384 | Gaia DR3 3337985841569936384 | GES J05351975+0947476 | NAME lambda Ori X-4 | TIC 436098559 | UCAC2  35156684,83.83229393,9.79655416,2.51143,0.026217,95.794,0.886256,-1.845551,22.124,398.179546,1298.687985,137.495134,1272.343081,220.972066,1298.687985,83.83229393,80.20344584,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.105
Lan 526A,,NAME Lan 526A,228878193031126784,,,,,Gaia DR3 228878193031126784 | NAME Lan 526A,63.01749119,41.62130183,,,,,,,,,,,,,63.01749119,48.37869817,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
Lan 526B,,NAME Lan 526B,228878188729517440,,,,,Gaia DR3 228878188729517440 | NAME Lan 526B,63.0176772,41.62132729,,,,-0.132,0.863,,,,,,,,63.0176772,48.37867271,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.279"
Larin 2 Variable,,CRTS J124850.8-412654,6139930631836614400,,,,,2MASS J12485081-4126543 | 3XMM J124850.8-412653 | CRTS J124850.8-412654 | CXO J124850.7-412654 | EQ J124850-412654 | Gaia DR2 6139930631836614400 | Gaia DR3 6139930631836614400 | GALEX J124850.7-412654 | NAME Larin 2 Variable | WISE J124850.79-412654.5 | WISEA J124850.78-412654.5,192.21153887,-41.44851688,8.088288,0.091006,88.877,-29.995489,-14.559859,,123.635566,403.245282,-295.413851,-63.933013,-266.926927,403.245282,192.21153887,131.44851688,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.003
LB 216 A,,NAME LB 216 A,3310871201928485248,,,,,Gaia DR2 3310871201928485248 | Gaia DR3 3310871201928485248 | NAME LB 216 A,66.67368438,14.20464889,10.116666,0.147559,68.56,-46.059563,54.208501,,98.846797,322.395132,123.754845,286.992626,79.111266,322.395132,66.67368438,75.79535111,,DA:,white_dwarf,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=0.963
LB 216 B,,NAME LB 216 B,3310871201929685120,,,,,Gaia DR2 3310871201929685120 | Gaia DR3 3310871201929685120 | NAME LB 216 B,66.67374473,14.20437666,10.617063,0.29293,36.244,-37.756089,56.026798,,94.188002,307.200177,117.921951,273.466695,75.381221,307.200177,66.67374473,75.79562334,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=0.982
LBV 1806-20,,[KMN95] Star A,,,,,,2MASS J18084031-2024411 | [EML2004] Star A | [KMN95] H | [KMN95] Star A | NAME LBV 1806-20 | TIC 176241011,272.16796667,-20.41142778,,,,,,,,,,,,,272.16796667,110.41142778,,LBV,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1157 IRS,,NAME LDN 1157-mm,,,,,,[KWD2009] 134 | [PWK2017] 1 | [RR98] HH 375 VLA  1 | [SER2000] L1157 | HH  375 | HIDDEN NAME L1157-mm | IRAS 20386+6751 | IRAS F20386+6751 | JCMTSE J203906.6+680216 | JCMTSF J203906.6+680216 | NAME LDN 1157 IRS | NAME LDN 1157-mm | PSCz P20386+6751 | SSTgbs J2039062+680215 | SSTgbs J2039062+6802150,309.77583333,68.0375,,,,,,,,,,,,,309.77583333,21.9625,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1251 A IRS 3,,NAME LDN 1251 A IRS 3,,,,,,[DCE2008] 044 | [KWD2009] 67 | [LLS2010b] L1251A-IRS3 | [PWK2017] 82 | NAME LDN 1251 A IRS 3 | SSTc2d J223031.8+751409 | SSTc2d J223031.9+751408 | SSTc2d J223031.9+751409 | SSTgbs J2230318+751409 | SSTgbs J2230318+7514094,337.6325,75.23583333,,,,,,,,,,,,,337.6325,14.76416667,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1251 A IRS 4,,NAME LDN 1251 A IRS 4,,,,,,[DCE2008] 045 | [KP93] 3-6 | [KWD2009] 68 | [LLS2010b] L1251A-IRS4 | [NJH2003] 11 | [PWK2017] 57 | [TW96] T1a | NAME LDN 1251 A IRS 4 | SSTc2d J223105.5+751337 | SSTc2d J223105.6+751337 | SSTgbs J2231056+751337 | SSTgbs J2231056+7513372,337.77333333,75.22694444,,,,,,,,,,,,,337.77333333,14.77305556,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1448 IRS 1,,CoKu NGC 1333 Star 1,,,,,,** HDP    1 | 2MASS J03250943+3046215 | [BC86b] LDN 1448 IRS 1 | [DML87]  82 | AKARI-IRC-V1 J0325094+304622 | AP J03250943+3046215 | CoKu NGC 1333 Star 1 | HBC 337 | IRAS 03220+3035 | IRAS F03220+3035 | JCMTLSG J032509.5+304622 | NAME LDN 1448 IRS 1 | PSCz P03220+3035 | RNO  13 | SSTc2d J032509.4+304622 | TIC 138114753 | WDS J03252+3046AB | WISE J032509.44+304621.9,51.289293,30.772661,,,,,,9.214,,,,,,,51.289293,59.227339,,M2.6,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1455 IRS 5,,NAME LDN 1455 IRS 5,,,,,,** TBN    4 | 2MASS J03273825+3013585 | [DCE2008] 063 | [EDJ2009] 128 | [EES2009] Per-emb 48 | [EYG2006] Bolo 21 | [HFR2007] 39 | [HL2013] 051.90937+30.23295 | [HRF2005] 39 | [JJK2007]  5 | [KJD2006] SMM J032763+30139 | [KJT2007] 136 | [KJT2007] SMM 79 | [KJT2007] SMM J032763+30139 | [S2009] L1455 Object 15 | [S2009] L1455 Object 16 | [S2009] L1455 XMM  8 | [TPB97] L 1455 FIR 2 | AP J03273825+3013585 | JCMTLSG J032738.4+301358 | JCMTSE J032738.3+301359 | JCMTSF J032738.3+301353 | NAME LDN 1455 IRS 5 | SSTc2d J032738.2+301358 | SSTc2d J032738.2+301359 | TIC 349294298 | WDS J03276+3014AB | XMMU J032738.1+301358,51.90939583,30.23293611,,,,,,12.158,,,,,,,51.90939583,59.76706389,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1489 IR,,IRAS 04016+2610,,,,,,2MASS J04044307+2618563 | [BBM92]  8 | [GBA2007] 212 | [OMK98]  1 | AKARI-IRC-V1 J0404430+261856 | GBS-VLA J040443.07+261856.3 | IRAS 04016+2610 | IRAS F04016+2610 | JCMTSE J040443.3+261859 | JCMTSF J040443.3+261859 | NAME LDN 1489 IR | NAME LDN 1489 IRS | NAME LDN 1489IR | PSCz P04016+2610 | TIC 348797951 | WISE J040443.06+261856.3 | WISEA J040443.07+261856.2 | XEST 06-059,61.179461,26.315664,,,,,,,,,,,,,61.179461,63.684336,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1536 IRS,,IRAS 04295+2251,,,,,,2MASS J04323205+2257266 | [BBM92] 36 | [GBA2007] 1448 | [LLQ2015] TMO 17 | [OMK98] 25 | AKARI-IRC-V1 J0432320+225726 | AP J04323205+2257266 | EPIC 247599080 | GBS-VLA J043232.07+225726.3 | IRAS 04295+2251 | IRAS F04295+2251 | JCMTSE J043231.9+225725 | JCMTSF J043231.9+225725 | NAME LDN 1536 IRS | SCOPE G175.16-16.79 | SSTtau 043232.0+225726 | TIC 397285149 | WISE J043232.06+225726.3 | WISEA J043232.06+225726.3 | XEST 17-002,68.133562,22.957409,,,,,,17.9643,,,,,,,68.133562,67.042591,,K0-M4,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1641 Center,,NAME LDN 1641 Center,,,,,,[CTF93]  75 | [FST86] LDN 1641 C | [MB91] 27 | IRAS 05363-0702 | KMS  39 | LDN 1641C | NAME LDN 1641 Center,84.69348507,-7.01805219,,,,,,,,,,,,,84.69348507,97.01805219,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1641 North,,NAME LDN 1641 North,,,,,,[CM95] Ori A9 | [CTF93]   8 | [FST86] LDN 1641 N | [MB91]  5 | [SHH97] 5 | [TUK93]  67 | IRAS 05338-0624 | KMS   6 | LDN 1641N | NAME LDN 1641 North | NAME Reipurth 50N | SMZ 14 | SMZ 5-14,84.07333333,-6.36944444,,,,,,,,,,,,,84.07333333,96.36944444,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1641 S3,,NAME LDN 1641 S3,,,,,,[CTF93] 108 | [FST86] LDN 1641 S3 | [MB91] 41 | IRAS 05375-0731 | KMS  59 | NAME LDN 1641 S3 | NAME LDN 1641 S3 IRS,84.9835663,-7.50723879,,,,,,,,,,,,,84.9835663,97.50723879,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LDN 1641 S4,,NAME LDN 1641 S4,,,,,,[CTF93] 194 | [FST86] LDN 1641 S4 | [MB91] 61 | [TUH98] FC-33 | IRAS 05384-0808 | IRAS C05383-0807 | KMS  85 | NAME LDN 1641 S4,85.20347964,-8.11414333,,,,,,,,,,,,,85.20347964,98.11414333,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Leo IV-S1,,NAME Leo IV-S1,3797163406525039232,,,,,[KCG2013] LeoIV 383 221 | [VGK2013] J113256.00-003027.8 | Gaia DR2 3797163406525039232 | Gaia DR3 3797163406525039232 | NAME Leo IV-S1 | SDSS J113255.99-003027.8,173.23331647,-0.50772812,0.2469,0.2493,0.99,0.06,0.027,,,,,,,,173.23331647,90.50772812,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.034"
Leon X-1,,NAME Leon X-1,4761031415814901120,,,,,1RXS J051934.0-604800 | 1RXS J051934.1-604800 | 2MASS J05193633-6048040 | 6dFGS gJ051936.3-604804 | [VV2010c] J051936.4-604804 | [WAC2006] S3-5 | CXOU J051936.3-604804 | Gaia DR2 4761031415814901120 | Gaia DR3 4761031415814901120 | NAME Leon X-1 | TIC 309755672 | USNO-B1.0 0291-00036702,79.90137668,-60.80110622,,,,-0.048,0.045,81379.3549,,,,,,,79.90137668,150.80110622,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=0.948"
LHA 120-N 59 IRS,,IRAS 05355-6736,,,,,,AKARI-FIS-V1 J0535221-673507 | AKARI-IRC-V1 J0535234-673455 | IRAS 05355-6736 | LI-LMC 1367 | MSX LMC  868 | NAME LHA 120-N 59 IRS | TRM  27,83.8485,-67.58238889,,,,,,,,,,,,,83.8485,157.58238889,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LHS 2803 B,,LP  738-14 B,,,,,,** DEA    1B | 2MASS J13480290-1344071 | CNS5 3413 | EQ J1348-1344 | LP  738-14 B | NAME LHS 2803 B | TIC 287304109 | WDS J13481-1345B | WISE J134802.49-134412.0 | WISEA J134802.48-134412.1,207.012117,-13.735324,59.5,3.6,16.528,-686.6,-514.4,,16.806723,54.816198,-47.43975,-24.184398,-13.015398,54.816198,207.012117,103.735324,,T5.5,brown_dwarf,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,
LHS 2881 B,,L  149-51 B,5854110694458220928,,,,,** SKF 1982B | 2MASS J14133033-6207456 | DENIS J141330.3-620745 | Gaia DR2 5854110694458220928 | Gaia DR3 5854110694458220928 | L  149-51 B | NAME LHS 2881 B | TIC 333352006 | WDS J14135-6208B | WISEA J141328.95-620752.4,213.37128568,-62.13176498,36.137457,0.026563,1360.419,-544.172008,-542.064914,23.7333,27.672119,90.25438,-35.232603,-23.206296,-79.787121,90.25438,213.37128568,152.13176498,,M4V,red_dwarf,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.147
LHS 3141 B,,2MASS J15593799-2226128,6243406392685698688,,,,,2MASS J15593799-2226128 | Gaia DR2 6243406392685698688 | Gaia DR3 6243406392685698688 | NAME LHS 3141 B | TIC 12663665 | WISEA J155938.14-222618.2,239.90933544,-22.43929721,26.742616,0.150728,177.423,201.15454,-516.761394,,37.393499,121.961282,-56.517868,-97.535062,-46.553158,121.961282,239.90933544,112.43929721,,M7e,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.053
LHS 6176B,,G  48-43B,,,,,,** LUH    8C | CNS5 2431 | CWISE J095047.39+011731.5 | EQ J0950+0117 | EQ J095047.39+011731.6 | G  48-43B | NAME LHS 6176B | ULAS J095047.28+011734.3 | WDS J09508+0118C | WISE J095047.32+011733.3 | WISEA J095047.31+011733.1,147.69721,1.29250189,55.4,3.2,17.312,234.3,-358.5,8.0,18.050542,58.872992,-49.748901,31.45334,1.327969,58.872992,147.69721,88.70749811,,T8p,brown_dwarf,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,
LHS 6343 A,,G 205-57A,2130469362695417856,,,,,** KOI  959A | G 205-57A | Gaia DR2 2130469362695417856 | Gaia DR3 2130469362695417856 | NAME LHS 6343 A | WDS J19102+4657A,287.55964169,46.95713801,28.0412,0.4616,60.748,-151.584,-397.878,-56.25,35.661812,116.313274,23.951558,-75.689817,85.006778,116.313274,287.55964169,43.04286199,,M2.5,other,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=12.410"
LHS 6343 B,,G 205-57B,2130469362695417728,,,,,** KOI  959B | G 205-57B | Gaia DR2 2130469362695417728 | Gaia DR3 2130469362695417728 | NAME LHS 6343 B | WDS J19102+4657B,287.5589034,46.9552702,,,,,,-51.55,,,,,,,287.5589034,43.0447298,,M3.6,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
Liller's Object,,V* V840 Cen,6063900742825792000,,,,,1eRASS J132049.9-555013 | 2MASS J13204946-5550146 | AAVSO 1314-55 | DENIS J132049.4-555014 | Gaia DR2 6063900742825792000 | Gaia DR3 6063900742825792000 | GSC 08666-01230 | NAME Liller's Object | TIC 256813060 | UCAC3 69-205286 | USNO-B1.0 0341-00367292 | V* V840 Cen,200.20604958,-55.83741054,0.444274,0.015597,28.485,-5.369309,-7.453993,-44.5104,2250.863612,7341.335222,-3868.765644,-1423.892399,-6074.568765,7341.335222,200.20604958,145.83741054,,K5IIIe,giant_or_supergiant,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.095
Little Gem,,NGC  6445,4119025030204237568,,161944,,,[LFO93] 1746-19 | CSI-20-17462 | ESO 589-9 | Gaia DR3 4119025030204237568 | GCRV 10308 | HD 161944 | Hen 2-290 | IRAS 17462-1959 | JCMTSF J174915.3-200045 | MSX5C G008.0752+03.9075 | NAME Little Gem | NGC  6445 | PK 008+03  1 | PN ARO   67 | PN G008.0+03.9 | PN Sa  2-248 | PN VV  118 | PN VV'  260 | SCM 165 | WEB 14716,267.31261766,-20.00948879,0.6174,0.2382,2.592,0.276,-2.794,-8.0,,,,,,,267.31261766,110.00948879,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=0.990"
LMC B0431-6414,,NAME LMC B0431-6414,4675385816563342336,,,,,[FHW95] LMC B0431-6414 | AT20G J043128-640631 | ATPMN J043128.1-640631 | CRATES J043128-640630 | Gaia DR2 4675385812265991808 | Gaia DR3 4675385816563342336 | IVS B0431-642 | LCS1 J0431-6406 | LCS2 J0431-6406 | NAME LMC B0431-6414 | PMN J0431-6406 | SPASS J043128-640652 | SUMSS J043128-640631 | WISE J043128.08-640631.2 | WISEA J043128.10-640631.2,67.86709582,-64.10871252,,,,-0.052,-0.064,237095.5648,,,,,,,67.86709582,154.10871252,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=0.966"
LMC B0438-7316,,NAME LMC B0438-7316,,,,,,[FHW95] LMC B0438-7316 | [FPH98] LMC  2 | LMC RASS    66 | NAME LMC B0438-7316 | PMN J0438-7310,69.5179,-73.1817,,,,,,,,,,,,,69.5179,163.1817,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
